unidade;setor_centro_custo;ano;mes;pacientes_lp;saidas;tx_lp
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2024;8;4;131,0;0,030534351145038167
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2024;8;14;73,0;0,1917808219178082
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2024;8;4;12,0;0,3333333333333333
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2024;8;15;39,0;0,38461538461538464
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2024;8;17;74,0;0,22972972972972974
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2024;8;3;18,0;0,16666666666666666
HJXXIII;UTI;2024;8;1;20,0;0,05
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2024;8;1;24,0;0,041666666666666664
HJXXIII;PRONTO SOCORRO;2024;9;3;525,0;0,005714285714285714
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2024;9;7;120,0;0,058333333333333334
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2024;9;13;102,0;0,12745098039215685
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2024;9;6;10,0;0,6
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2024;9;14;42,0;0,3333333333333333
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2024;9;12;51,0;0,23529411764705882
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2024;9;10;31,0;0,3225806451612903
HJXXIII;UTI;2024;9;2;23,0;0,08695652173913043
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2024;9;2;14,0;0,14285714285714285
HJXXIII;PRONTO SOCORRO;2024;10;6;574,0;0,010452961672473868
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2024;10;10;125,0;0,08
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2024;10;5;87,0;0,05747126436781609
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2024;10;6;7,0;0,8571428571428571
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2024;10;12;45,0;0,26666666666666666
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2024;10;14;68,0;0,20588235294117646
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2024;10;10;27,0;0,37037037037037035
HJXXIII;UTI;2024;10;3;17,0;0,17647058823529413
HJXXIII;PRONTO SOCORRO;2024;11;2;525,0;0,0038095238095238095
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2024;11;11;123,0;0,08943089430894309
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2024;11;10;82,0;0,12195121951219512
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2024;11;5;9,0;0,5555555555555556
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2024;11;11;40,0;0,275
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2024;11;15;68,0;0,22058823529411764
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2024;11;1;2,0;0,5
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2024;11;10;27,0;0,37037037037037035
HJXXIII;UTI;2024;11;3;29,0;0,10344827586206896
HJXXIII;PRONTO SOCORRO;2024;12;2;604,0;0,0033112582781456954
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2024;12;6;133,0;0,045112781954887216
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2024;12;11;86,0;0,12790697674418605
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2024;12;3;8,0;0,375
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2024;12;11;41,0;0,2682926829268293
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2024;12;10;59,0;0,1694915254237288
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2024;12;1;2,0;0,5
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2024;12;12;23,0;0,5217391304347826
HJXXIII;UTI;2024;12;1;32,0;0,03125
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2024;12;1;22,0;0,045454545454545456
HJXXIII;PRONTO SOCORRO;2025;1;3;700,0;0,004285714285714286
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;1;4;109,0;0,03669724770642202
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;1;9;86,0;0,10465116279069768
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;1;9;22,0;0,4090909090909091
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;1;17;39,0;0,4358974358974359
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;1;17;58,0;0,29310344827586204
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;1;1;1,0;1,0
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;1;7;37,0;0,1891891891891892
HJXXIII;UTI;2025;1;1;35,0;0,02857142857142857
HJXXIII;PRONTO SOCORRO;2025;2;1;588,0;0,0017006802721088435
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;2;7;114,0;0,06140350877192982
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;2;5;81,0;0,06172839506172839
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;2;3;8,0;0,375
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;2;12;39,0;0,3076923076923077
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;2;10;56,0;0,17857142857142858
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;2;1;1,0;1,0
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;2;8;25,0;0,32
HJXXIII;UTI;2025;2;2;36,0;0,05555555555555555
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;2;2;17,0;0,11764705882352941
HJXXIII;PRONTO SOCORRO;2025;3;4;633,0;0,00631911532385466
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;3;7;126,0;0,05555555555555555
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;3;12;80,0;0,15
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;3;5;22,0;0,22727272727272727
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;3;12;33,0;0,36363636363636365
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;3;13;65,0;0,2
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;3;1;4,0;0,25
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;3;11;36,0;0,3055555555555556
HJXXIII;UTI;2025;3;1;46,0;0,021739130434782608
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;3;1;23,0;0,043478260869565216
HJXXIII;PRONTO SOCORRO;2025;4;3;672,0;0,004464285714285714
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;4;5;113,0;0,04424778761061947
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;4;6;68,0;0,08823529411764706
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;4;4;20,0;0,2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;4;15;61,0;0,2459016393442623
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;4;18;96,0;0,1875
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;4;1;2,0;0,5
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;4;8;33,0;0,24242424242424243
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;4;1;35,0;0,02857142857142857
HJXXIII;PRONTO SOCORRO;2025;5;3;626,0;0,004792332268370607
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;5;13;131,0;0,09923664122137404
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;5;12;113,0;0,10619469026548672
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;5;5;15,0;0,3333333333333333
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;5;10;60,0;0,16666666666666666
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;5;7;77,0;0,09090909090909091
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;5;7;30,0;0,23333333333333334
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;5;1;57,0;0,017543859649122806
HJXXIII;PRONTO SOCORRO;2025;6;2;623,0;0,0032102728731942215
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;6;5;114,0;0,043859649122807015
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;6;11;78,0;0,14102564102564102
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;6;1;16,0;0,0625
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;6;11;51,0;0,21568627450980393
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;6;16;75,0;0,21333333333333335
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;6;14;36,0;0,3888888888888889
HJXXIII;UTI;2025;6;2;30,0;0,06666666666666667
HJXXIII;PRONTO SOCORRO;2025;7;1;691,0;0,001447178002894356
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;7;6;94,0;0,06382978723404255
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;7;15;76,0;0,19736842105263158
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;7;5;25,0;0,2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;7;13;55,0;0,23636363636363636
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;7;10;86,0;0,11627906976744186
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;7;1;4,0;0,25
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;7;8;32,0;0,25
HJXXIII;UTI;2025;7;1;30,0;0,03333333333333333
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;7;1;25,0;0,04
HJXXIII;PRONTO SOCORRO;2025;8;4;673,0;0,005943536404160475
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;8;10;106,0;0,09433962264150944
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;8;9;85,0;0,10588235294117647
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;8;3;31,0;0,0967741935483871
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;8;9;51,0;0,17647058823529413
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;8;13;91,0;0,14285714285714285
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;8;1;1,0;1,0
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;8;6;35,0;0,17142857142857143
HJXXIII;PRONTO SOCORRO;2025;9;3;592,0;0,005067567567567568
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;9;8;106,0;0,07547169811320754
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;9;13;120,0;0,10833333333333334
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;9;4;16,0;0,25
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;9;12;62,0;0,1935483870967742
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;9;6;81,0;0,07407407407407407
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;9;8;35,0;0,22857142857142856
HJXXIII;UTI;2025;9;3;25,0;0,12
HJXXIII;PRONTO SOCORRO;2025;10;2;698,0;0,0028653295128939827
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;10;10;109,0;0,09174311926605505
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;10;10;105,0;0,09523809523809523
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;10;4;20,0;0,2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;10;12;72,0;0,16666666666666666
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;10;8;68,0;0,11764705882352941
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;10;1;1,0;1,0
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;10;8;29,0;0,27586206896551724
HJXXIII;PRONTO SOCORRO;2025;11;4;593,0;0,006745362563237774
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;11;5;78,0;0,0641025641025641
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;11;8;82,0;0,0975609756097561
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;11;2;15,0;0,13333333333333333
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;11;5;56,0;0,08928571428571429
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;11;14;52,0;0,2692307692307692
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;11;11;35,0;0,3142857142857143
HJXXIII;UTI;2025;11;4;34,0;0,11764705882352941
HJXXIII;PRONTO SOCORRO;2025;12;3;632,0;0,004746835443037975
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2025;12;12;126,0;0,09523809523809523
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2025;12;11;93,0;0,11827956989247312
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2025;12;3;16,0;0,1875
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2025;12;13;60,0;0,21666666666666667
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2025;12;19;86,0;0,22093023255813954
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2025;12;4;6,0;0,6666666666666666
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2025;12;13;38,0;0,34210526315789475
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2025;12;1;22,0;0,045454545454545456
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2022;1;5;56,0;0,08928571428571429
HMAL;UNIDADE INTERNAÇÃO - BUCO TRAUMATO ORTOPEDIA 2º ANDAR;2022;1;3;62,0;0,04838709677419355
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2022;2;3;57,0;0,05263157894736842
HMAL;UNIDADE INTERNAÇÃO - BUCO TRAUMATO ORTOPEDIA 2º ANDAR;2022;2;4;55,0;0,07272727272727272
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2022;3;3;76,0;0,039473684210526314
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2022;3;1;62,0;0,016129032258064516
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2022;4;2;60,0;0,03333333333333333
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2022;4;2;56,0;0,03571428571428571
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2022;5;1;75,0;0,013333333333333334
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2022;6;3;65,0;0,046153846153846156
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2022;6;1;73,0;0,0136986301369863
HMAL;UNIDADE INTERNAÇÃO - BUCO TRAUMATO ORTOPEDIA 2º ANDAR;2022;6;1;59,0;0,01694915254237288
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2022;7;2;89,0;0,02247191011235955
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2022;7;2;110,0;0,01818181818181818
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2022;8;4;82,0;0,04878048780487805
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2022;9;1;99,0;0,010101010101010102
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2022;9;3;107,0;0,028037383177570093
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2022;10;4;88,0;0,045454545454545456
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2022;11;2;78,0;0,02564102564102564
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2022;12;2;80,0;0,025
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2022;12;3;105,0;0,02857142857142857
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;1;2;67,0;0,029850746268656716
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2023;1;3;115,0;0,02608695652173913
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;2;2;77,0;0,025974025974025976
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;3;2;108,0;0,018518518518518517
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;4;3;81,0;0,037037037037037035
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2023;4;1;127,0;0,007874015748031496
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;5;3;103,0;0,02912621359223301
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2023;5;1;136,0;0,007352941176470588
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;6;3;112,0;0,026785714285714284
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;7;2;116,0;0,017241379310344827
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;8;1;147,0;0,006802721088435374
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2023;8;2;125,0;0,016
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;9;2;153,0;0,013071895424836602
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2023;9;3;108,0;0,027777777777777776
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;10;1;152,0;0,006578947368421052
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2023;10;1;123,0;0,008130081300813009
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2023;11;2;144,0;0,013888888888888888
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2023;11;4;137,0;0,029197080291970802
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2024;1;1;125,0;0,008
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2024;1;4;116,0;0,034482758620689655
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2024;3;3;125,0;0,024
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2024;4;4;119,0;0,03361344537815126
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2024;6;2;114,0;0,017543859649122806
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2024;6;3;117,0;0,02564102564102564
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2024;7;2;106,0;0,018867924528301886
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2024;8;2;124,0;0,016129032258064516
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2024;8;1;124,0;0,008064516129032258
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2024;9;1;121,0;0,008264462809917356
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2024;10;1;127,0;0,007874015748031496
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2024;10;4;121,0;0,03305785123966942
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2024;11;2;103,0;0,019417475728155338
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2024;12;4;82,0;0,04878048780487805
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2025;1;3;68,0;0,04411764705882353
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2025;1;1;59,0;0,01694915254237288
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA A;2025;2;1;24,0;0,041666666666666664
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2025;6;1;69,0;0,014492753623188406
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2025;7;2;80,0;0,025
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2025;9;2;51,0;0,0392156862745098
HMAL;UNIDADE DE INTERNAÇÃO - TRAUMATO/ORTOPEDIA B;2025;10;2;64,0;0,03125
HRAD;OBSERVAÇÃO;2022;1;1;76,0;0,013157894736842105
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2022;1;1;89,0;0,011235955056179775
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;1;6;47,0;0,1276595744680851
HRAD;UNIDADE INTERNAÇÃO - CLINICA ORTOPÉDICA;2022;1;1;77,0;0,012987012987012988
HRAD;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2022;1;2;40,0;0,05
HRAD;UTI;2022;1;1;16,0;0,0625
HRAD;UTI - NEONATAL;2022;1;2;5,0;0,4
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2022;2;2;94,0;0,02127659574468085
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;2;5;67,0;0,07462686567164178
HRAD;UNIDADE INTERNAÇÃO - CLINICA ORTOPÉDICA;2022;2;4;75,0;0,05333333333333334
HRAD;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2022;2;2;33,0;0,06060606060606061
HRAD;UTI - NEONATAL;2022;2;1;2,0;0,5
HRAD;AMBULATORIO - RETORNOS;2022;3;1;1,0;1,0
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2022;3;2;69,0;0,028985507246376812
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;3;5;54,0;0,09259259259259259
HRAD;UNIDADE INTERNAÇÃO - CLINICA ORTOPÉDICA;2022;3;3;82,0;0,036585365853658534
HRAD;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2022;3;5;56,0;0,08928571428571429
HRAD;UTI - NEONATAL;2022;3;2;5,0;0,4
HRAD;ALOJAMENTO CONJUNTO;2022;4;2;146,0;0,0136986301369863
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2022;4;7;95,0;0,07368421052631578
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;4;3;53,0;0,05660377358490566
HRAD;UNIDADE INTERNAÇÃO - CLINICA ORTOPÉDICA;2022;4;3;103,0;0,02912621359223301
HRAD;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2022;4;5;47,0;0,10638297872340426
HRAD;UTI;2022;4;3;20,0;0,15
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2022;5;1;85,0;0,011764705882352941
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2022;5;4;47,0;0,0851063829787234
